employee_id,survey_date,satisfaction_score,engagement_index,manager_effectiveness,enps,comments
106,2025-05-11,5,7,10,-33,Quality of work is strong; continue building cross‑functional partnerships.
107,2021-10-01,8,7,8,32,Shows steady progress and communicates effectively with stakeholders.
107,2022-10-01,7,5,7,-3,Engagement is steady; increase participation in reviews and retros.
107,2023-10-01,8,5,9,59,Good performance with growing influence across the team.
107,2024-10-01,9,7,9,4,Quality of work is strong; continue building cross‑functional partnerships.
107,2025-10-01,8,5,7,-14,Improve consistency and proactively flag risks earlier.
108,2025-10-01,6,6,6,16,Engagement is steady; increase participation in reviews and retros.
109,2021-10-01,8,6,9,-19,Shows steady progress and communicates effectively with stakeholders.
109,2022-10-01,7,5,7,-19,Solid foundation—set clearer milestones to improve predictability.
109,2023-10-01,9,6,8,33,Quality of work is strong; continue building cross‑functional partnerships.
109,2024-10-01,8,8,8,39,Quality of work is strong; continue building cross‑functional partnerships.
109,2025-10-01,6,7,6,-2,Improve consistency and proactively flag risks earlier.
110,2024-10-01,6,7,9,-11,Shows steady progress and communicates effectively with stakeholders.
110,2025-10-01,9,6,7,12,Reliable contributor with solid results and good collaboration.
111,2020-10-01,9,5,6,11,Engagement is steady; increase participation in reviews and retros.
111,2021-10-01,9,8,7,-16,Positive attitude and dependable delivery on commitments.
111,2022-10-01,7,8,6,46,Good performance with growing influence across the team.
111,2023-10-01,7,8,9,67,Reliable contributor with solid results and good collaboration.
111,2024-10-01,8,7,7,60,Shows steady progress and communicates effectively with stakeholders.
111,2025-07-06,7,6,5,38,Engagement is steady; increase participation in reviews and retros.
112,2020-10-01,6,9,6,12,Quality of work is strong; continue building cross‑functional partnerships.
112,2021-10-01,9,7,7,26,Good performance with growing influence across the team.
112,2022-10-01,6,6,6,10,Improve consistency and proactively flag risks earlier.
112,2023-10-01,9,7,6,1,Good performance with growing influence across the team.
112,2024-10-01,8,9,6,30,Reliable contributor with solid results and good collaboration.
112,2025-10-01,7,5,6,54,Solid foundation—set clearer milestones to improve predictability.
113,2020-10-01,9,9,7,27,Shows steady progress and communicates effectively with stakeholders.
113,2021-10-01,6,6,7,43,Works well with peers; develop deeper technical/role‑specific skills.
113,2022-10-01,6,9,8,60,Reliable contributor with solid results and good collaboration.
113,2023-10-01,6,5,8,62,Improve consistency and proactively flag risks earlier.
113,2024-10-01,7,9,6,-4,Quality of work is strong; continue building cross‑functional partnerships.
113,2025-10-01,9,6,8,51,Quality of work is strong; continue building cross‑functional partnerships.
114,2021-10-01,8,8,7,-18,Shows steady progress and communicates effectively with stakeholders.
114,2022-10-01,9,7,7,12,Reliable contributor with solid results and good collaboration.
114,2023-10-01,6,8,9,51,Quality of work is strong; continue building cross‑functional partnerships.
114,2024-10-01,8,9,9,4,Exhibits strong leadership and proactive problem solving.
114,2025-10-01,7,9,8,21,Reliable contributor with solid results and good collaboration.
115,2021-10-01,9,7,7,-12,Quality of work is strong; continue building cross‑functional partnerships.
115,2022-10-01,7,8,8,13,Shows steady progress and communicates effectively with stakeholders.
115,2023-10-01,8,8,6,61,Shows steady progress and communicates effectively with stakeholders.
115,2024-10-01,9,6,6,59,Reliable contributor with solid results and good collaboration.
115,2025-02-26,7,6,9,48,Quality of work is strong; continue building cross‑functional partnerships.
116,2020-10-01,8,9,7,21,Quality of work is strong; continue building cross‑functional partnerships.
116,2021-10-01,6,9,9,4,Reliable contributor with solid results and good collaboration.
116,2022-10-01,9,9,7,58,Reliable contributor with solid results and good collaboration.
116,2023-10-01,8,7,9,62,Reliable contributor with solid results and good collaboration.
116,2024-10-01,8,5,6,46,Solid foundation—set clearer milestones to improve predictability.
116,2025-10-01,6,5,7,2,Solid foundation—set clearer milestones to improve predictability.
117,2021-10-01,6,6,6,42,Solid foundation—set clearer milestones to improve predictability.
117,2022-10-01,7,5,6,53,Improve consistency and proactively flag risks earlier.
117,2023-10-01,9,8,8,-14,Positive attitude and dependable delivery on commitments.
117,2024-10-01,8,6,6,-19,Solid foundation—set clearer milestones to improve predictability.
117,2025-01-19,8,3,8,33,Solid foundation—set clearer milestones to improve predictability.
118,2021-10-01,7,8,6,39,Quality of work is strong; continue building cross‑functional partnerships.
118,2022-10-01,6,7,9,27,Good performance with growing influence across the team.
118,2023-10-01,6,9,8,47,Positive attitude and dependable delivery on commitments.
118,2024-04-09,7,8,6,-33,Reliable contributor with solid results and good collaboration.
118,2025-10-01,6,5,8,-11,Solid foundation—set clearer milestones to improve predictability.
119,2024-10-01,7,9,6,-8,Good performance with growing influence across the team.
119,2025-10-01,7,9,9,4,Shows steady progress and communicates effectively with stakeholders.
120,2024-10-01,7,9,7,52,Shows steady progress and communicates effectively with stakeholders.
120,2025-10-01,7,9,9,-7,Positive attitude and dependable delivery on commitments.
121,2024-10-01,8,8,9,-7,Reliable contributor with solid results and good collaboration.
121,2025-10-01,7,6,9,44,Reliable contributor with solid results and good collaboration.
122,2024-10-01,8,6,9,25,Quality of work is strong; continue building cross‑functional partnerships.
122,2025-10-01,8,9,8,27,Reliable contributor with solid results and good collaboration.
123,2021-10-01,9,8,8,57,Quality of work is strong; continue building cross‑functional partnerships.
123,2022-10-01,7,9,7,28,Quality of work is strong; continue building cross‑functional partnerships.
123,2023-10-01,8,7,9,37,Reliable contributor with solid results and good collaboration.
123,2024-10-01,9,5,6,16,Meets most expectations; focus on prioritization and follow‑through.
123,2025-10-01,6,9,7,18,Quality of work is strong; continue building cross‑functional partnerships.
124,2022-10-01,6,7,7,7,Improve consistency and proactively flag risks earlier.
124,2023-10-01,8,5,8,50,Positive attitude and dependable delivery on commitments.
124,2024-10-01,7,5,6,38,Improve consistency and proactively flag risks earlier.
124,2025-07-11,6,9,3,24,Meets most expectations; focus on prioritization and follow‑through.
125,2024-10-01,8,6,7,13,Good performance with growing influence across the team.
125,2025-10-01,8,9,7,9,Reliable contributor with solid results and good collaboration.
126,2022-10-01,8,7,6,53,Quality of work is strong; continue building cross‑functional partnerships.
126,2023-10-01,9,9,7,-11,Good performance with growing influence across the team.
126,2024-10-01,8,8,7,42,Good performance with growing influence across the team.
126,2025-10-01,6,9,8,-16,Positive attitude and dependable delivery on commitments.
127,2023-10-01,9,5,6,22,Meets most expectations; focus on prioritization and follow‑through.
127,2024-07-09,6,5,4,25,Solid foundation—set clearer milestones to improve predictability.
127,2025-04-08,10,9,7,-1,Outstanding performance with visible impact on team outcomes.
128,2020-10-01,8,8,9,-5,Good performance with growing influence across the team.
128,2021-10-01,7,9,6,61,Positive attitude and dependable delivery on commitments.
128,2022-10-01,9,5,8,47,Shows steady progress and communicates effectively with stakeholders.
128,2023-10-01,6,7,7,21,Meets most expectations; focus on prioritization and follow‑through.
128,2024-10-01,7,6,6,66,Meets most expectations; focus on prioritization and follow‑through.
128,2025-04-27,3,6,6,47,Works well with peers; develop deeper technical/role‑specific skills.
129,2022-10-01,9,8,6,8,Shows steady progress and communicates effectively with stakeholders.
129,2023-10-01,9,7,9,-2,Shows steady progress and communicates effectively with stakeholders.
129,2024-03-15,5,8,6,-45,Solid foundation—set clearer milestones to improve predictability.
129,2025-10-01,7,7,6,40,Engagement is steady; increase participation in reviews and retros.
130,2021-10-01,6,9,9,13,Good performance with growing influence across the team.
130,2022-10-01,6,8,9,69,Quality of work is strong; continue building cross‑functional partnerships.
130,2023-10-01,7,6,9,51,Quality of work is strong; continue building cross‑functional partnerships.
130,2024-10-01,7,8,9,63,Quality of work is strong; continue building cross‑functional partnerships.
130,2025-10-01,7,9,7,11,Shows steady progress and communicates effectively with stakeholders.
131,2020-10-01,6,7,9,21,Reliable contributor with solid results and good collaboration.
131,2021-10-01,6,5,9,34,Meets most expectations; focus on prioritization and follow‑through.
131,2022-10-01,8,7,7,21,Positive attitude and dependable delivery on commitments.
131,2023-10-01,8,9,6,19,Good performance with growing influence across the team.
131,2024-04-18,10,6,7,-9,Good performance with growing influence across the team.
131,2025-10-01,7,7,9,59,Positive attitude and dependable delivery on commitments.
132,2025-10-01,7,8,6,9,Shows steady progress and communicates effectively with stakeholders.
133,2021-10-01,7,7,7,-10,Reliable contributor with solid results and good collaboration.
133,2022-10-01,6,5,7,59,Works well with peers; develop deeper technical/role‑specific skills.
133,2023-10-01,7,7,6,23,Meets most expectations; focus on prioritization and follow‑through.
133,2024-10-01,6,7,9,40,Positive attitude and dependable delivery on commitments.
133,2025-07-29,6,6,1,81,Below expectations; create an action plan to address quality gaps.
134,2025-10-01,6,7,7,48,Works well with peers; develop deeper technical/role‑specific skills.
135,2025-10-01,7,6,8,50,Good performance with growing influence across the team.
136,2020-10-01,9,9,7,68,Positive attitude and dependable delivery on commitments.
136,2021-10-01,6,8,6,12,Improve consistency and proactively flag risks earlier.
136,2022-10-01,7,5,8,5,Meets most expectations; focus on prioritization and follow‑through.
136,2023-10-01,8,5,9,63,Reliable contributor with solid results and good collaboration.
136,2024-09-19,4,7,6,37,Improve consistency and proactively flag risks earlier.
136,2025-10-01,6,5,9,64,Improve consistency and proactively flag risks earlier.
137,2020-10-01,8,7,6,-18,Quality of work is strong; continue building cross‑functional partnerships.
137,2021-10-01,8,8,7,28,Reliable contributor with solid results and good collaboration.
137,2022-10-01,6,7,9,56,Positive attitude and dependable delivery on commitments.
137,2023-10-01,6,6,7,44,Meets most expectations; focus on prioritization and follow‑through.
137,2024-10-01,9,9,6,-15,Quality of work is strong; continue building cross‑functional partnerships.
137,2025-04-06,5,5,8,-32,Solid foundation—set clearer milestones to improve predictability.
138,2023-10-01,7,9,8,22,Positive attitude and dependable delivery on commitments.
138,2024-10-01,9,8,7,-18,Positive attitude and dependable delivery on commitments.
138,2025-10-01,8,7,8,60,Quality of work is strong; continue building cross‑functional partnerships.
139,2021-10-01,8,6,8,-13,Reliable contributor with solid results and good collaboration.
139,2022-10-01,8,8,6,51,Good performance with growing influence across the team.
139,2023-10-01,8,6,7,23,Positive attitude and dependable delivery on commitments.
139,2024-11-17,7,5,8,12,Improve consistency and proactively flag risks earlier.
139,2025-10-01,9,6,6,28,Quality of work is strong; continue building cross‑functional partnerships.
140,2022-10-01,7,8,7,53,Positive attitude and dependable delivery on commitments.
